PARAM	PAIRS	METHOD	TP	FP	FN	TN
DP03	30R3_70R3_90R3	cluster	1791	1497	996	102408
DP03	30R3_70R3_90R3	subcluster	2413	1466	374	102439
DP03	30R3_70R3_90R3	mash90	2408	1478	379	102427
DP03	30R3_70R3_90R3	mash95	2608	1410	179	102495
DP03	30R3_70R3_90R3	genome	2718	826	69	103079
DP03	30R3_70R3	cluster	1808	1468	979	102437
DP03	30R3_70R3	subcluster	2265	1691	522	102214
DP03	30R3_70R3	mash90	2299	1678	488	102227
DP03	30R3_70R3	mash95	2447	1485	340	102420
DP03	30R3_70R3	genome	2718	796	69	103109
DP03	30R3_80R3_100R3	cluster	1921	1327	866	102578
DP03	30R3_80R3_100R3	subcluster	2175	1146	612	102759
DP03	30R3_80R3_100R3	mash90	2165	1138	622	102767
DP03	30R3_80R3_100R3	mash95	2566	1149	221	102756
DP03	30R3_80R3_100R3	genome	2718	763	69	103142
DP03	30R3_80R3_120R3	cluster	1781	1306	1006	102599
DP03	30R3_80R3_120R3	subcluster	2196	1256	591	102649
DP03	30R3_80R3_120R3	mash90	2174	1235	613	102670
DP03	30R3_80R3_120R3	mash95	2498	1223	289	102682
DP03	30R3_80R3_120R3	genome	2719	731	68	103174
DP03	30R3_80R3	cluster	1604	1414	1183	102491
DP03	30R3_80R3	subcluster	2336	1330	451	102575
DP03	30R3_80R3	mash90	2342	1333	445	102572
DP03	30R3_80R3	mash95	2520	1318	267	102587
DP03	30R3_80R3	genome	2719	821	68	103084
DP03	30R3_90R3_120R3	cluster	1567	1375	1220	102530
DP03	30R3_90R3_120R3	subcluster	2265	1388	522	102517
DP03	30R3_90R3_120R3	mash90	2250	1345	537	102560
DP03	30R3_90R3_120R3	mash95	2479	1290	308	102615
DP03	30R3_90R3_120R3	genome	2719	772	68	103133
DP03	30R3_90R3	cluster	1826	1670	961	102235
DP03	30R3_90R3	subcluster	2317	1624	470	102281
DP03	30R3_90R3	mash90	2366	1615	421	102290
DP03	30R3_90R3	mash95	2579	1651	208	102254
DP03	30R3_90R3	genome	2711	944	76	102961
DP03	30R6_100R6_120R6	cluster	1992	1155	795	102750
DP03	30R6_100R6_120R6	subcluster	2398	1181	389	102724
DP03	30R6_100R6_120R6	mash90	2388	1154	399	102751
DP03	30R6_100R6_120R6	mash95	2530	1136	257	102769
DP03	30R6_100R6_120R6	genome	2716	730	71	103175
DP03	30R6_100R6	cluster	2122	1434	665	102471
DP03	30R6_100R6	subcluster	2351	1385	436	102520
DP03	30R6_100R6	mash90	2328	1382	459	102523
DP03	30R6_100R6	mash95	2516	1421	271	102484
DP03	30R6_100R6	genome	2724	779	63	103126
DP03	30R6_120R6	cluster	1811	1453	976	102452
DP03	30R6_120R6	subcluster	2242	1418	545	102487
DP03	30R6_120R6	mash90	2213	1467	574	102438
DP03	30R6_120R6	mash95	2399	1479	388	102426
DP03	30R6_120R6	genome	2719	764	68	103141
DP03	30R6_40R6	cluster	2049	1745	738	102160
DP03	30R6_40R6	subcluster	2460	1726	327	102179
DP03	30R6_40R6	mash90	2476	1769	311	102136
DP03	30R6_40R6	mash95	2602	1570	185	102335
DP03	30R6_40R6	genome	2718	833	69	103072
DP03	30R6_50R6_100R6	cluster	2096	1358	691	102547
DP03	30R6_50R6_100R6	subcluster	2441	1415	346	102490
DP03	30R6_50R6_100R6	mash90	2417	1385	370	102520
DP03	30R6_50R6_100R6	mash95	2590	1215	197	102690
DP03	30R6_50R6_100R6	genome	2722	688	65	103217
DP03	30R6_50R6_120R6	cluster	1740	1266	1047	102639
DP03	30R6_50R6_120R6	subcluster	2167	1238	620	102667
DP03	30R6_50R6_120R6	mash90	2153	1218	634	102687
DP03	30R6_50R6_120R6	mash95	2543	1236	244	102669
DP03	30R6_50R6_120R6	genome	2721	686	66	103219
DP03	30R6_50R6_70R6	cluster	2045	1457	742	102448
DP03	30R6_50R6_70R6	subcluster	2447	1531	340	102374
DP03	30R6_50R6_70R6	mash90	2429	1526	358	102379
DP03	30R6_50R6_70R6	mash95	2586	1443	201	102462
DP03	30R6_50R6_70R6	genome	2715	743	72	103162
DP03	30R6_50R6_80R6	cluster	1865	1664	922	102241
DP03	30R6_50R6_80R6	subcluster	2362	1591	425	102314
DP03	30R6_50R6_80R6	mash90	2339	1589	448	102316
DP03	30R6_50R6_80R6	mash95	2531	1530	256	102375
DP03	30R6_50R6_80R6	genome	2715	849	72	103056
DP03	30R6_50R6_90R6	cluster	1794	1543	993	102362
DP03	30R6_50R6_90R6	subcluster	2392	1585	395	102320
DP03	30R6_50R6_90R6	mash90	2366	1551	421	102354
DP03	30R6_50R6_90R6	mash95	2575	1511	212	102394
DP03	30R6_50R6_90R6	genome	2719	810	68	103095
DP03	30R6_50R6	cluster	1994	1920	793	101985
DP03	30R6_50R6	subcluster	2427	1643	360	102262
DP03	30R6_50R6	mash90	2454	1663	333	102242
DP03	30R6_50R6	mash95	2581	1704	206	102201
DP03	30R6_50R6	genome	2716	868	71	103037
DP03	30R6_60R6_100R6	cluster	2037	1315	750	102590
DP03	30R6_60R6_100R6	subcluster	2380	1376	407	102529
DP03	30R6_60R6_100R6	mash90	2368	1424	419	102481
DP03	30R6_60R6_100R6	mash95	2589	1317	198	102588
DP03	30R6_60R6_100R6	genome	2715	732	72	103173
DP03	30R6_60R6_120R6	cluster	1610	1307	1177	102598
DP03	30R6_60R6_120R6	subcluster	2128	1515	659	102390
DP03	30R6_60R6_120R6	mash90	2077	1494	710	102411
DP03	30R6_60R6_120R6	mash95	2517	1576	270	102329
DP03	30R6_60R6_120R6	genome	2719	720	68	103185
DP03	30R6_60R6_80R6	cluster	1861	1550	926	102355
DP03	30R6_60R6_80R6	subcluster	2398	1704	389	102201
DP03	30R6_60R6_80R6	mash90	2363	1643	424	102262
DP03	30R6_60R6_80R6	mash95	2573	1322	214	102583
DP03	30R6_60R6_80R6	genome	2716	816	71	103089
DP03	30R6_60R6_90R6	cluster	1664	1488	1123	102417
DP03	30R6_60R6_90R6	subcluster	2350	1552	437	102353
DP03	30R6_60R6_90R6	mash90	2288	1548	499	102357
DP03	30R6_60R6_90R6	mash95	2568	1494	219	102411
DP03	30R6_60R6_90R6	genome	2712	812	75	103093
DP03	30R6_60R6	cluster	1659	1596	1128	102309
DP03	30R6_60R6	subcluster	2308	1806	479	102099
DP03	30R6_60R6	mash90	2294	1775	493	102130
DP03	30R6_60R6	mash95	2594	1600	193	102305
DP03	30R6_60R6	genome	2716	876	71	103029
DP03	30R6_70R6_100R6	cluster	2202	1388	585	102517
DP03	30R6_70R6_100R6	subcluster	2399	1360	388	102545
DP03	30R6_70R6_100R6	mash90	2360	1375	427	102530
DP03	30R6_70R6_100R6	mash95	2573	1344	214	102561
DP03	30R6_70R6_100R6	genome	2717	707	70	103198
DP03	30R6_70R6_120R6	cluster	1786	1243	1001	102662
DP03	30R6_70R6_120R6	subcluster	2302	1420	485	102485
DP03	30R6_70R6_120R6	mash90	2236	1384	551	102521
DP03	30R6_70R6_120R6	mash95	2585	1317	202	102588
DP03	30R6_70R6_120R6	genome	2717	683	70	103222
DP03	30R6_70R6_90R6	cluster	1888	1540	899	102365
DP03	30R6_70R6_90R6	subcluster	2406	1604	381	102301
DP03	30R6_70R6_90R6	mash90	2359	1570	428	102335
DP03	30R6_70R6_90R6	mash95	2560	1496	227	102409
DP03	30R6_70R6_90R6	genome	2712	875	75	103030
DP03	30R6_70R6	cluster	2003	1562	784	102343
DP03	30R6_70R6	subcluster	2424	1536	363	102369
DP03	30R6_70R6	mash90	2380	1577	407	102328
DP03	30R6_70R6	mash95	2567	1357	220	102548
DP03	30R6_70R6	genome	2713	842	74	103063
DP03	30R6_80R6_100R6	cluster	2139	1454	648	102451
DP03	30R6_80R6_100R6	subcluster	2409	1452	378	102453
DP03	30R6_80R6_100R6	mash90	2366	1453	421	102452
DP03	30R6_80R6_100R6	mash95	2579	1402	208	102503
DP03	30R6_80R6_100R6	genome	2721	730	66	103175
DP03	30R6_80R6_120R6	cluster	1726	1194	1061	102711
DP03	30R6_80R6_120R6	subcluster	2346	1245	441	102660
DP03	30R6_80R6_120R6	mash90	2293	1219	494	102686
DP03	30R6_80R6_120R6	mash95	2514	1204	273	102701
DP03	30R6_80R6_120R6	genome	2720	726	67	103179
DP03	30R6_80R6	cluster	1761	1775	1026	102130
DP03	30R6_80R6	subcluster	2303	1727	484	102178
DP03	30R6_80R6	mash90	2296	1714	491	102191
DP03	30R6_80R6	mash95	2587	1574	200	102331
DP03	30R6_80R6	genome	2725	869	62	103036
DP03	30R6_90R6_120R6	cluster	1804	1378	983	102527
DP03	30R6_90R6_120R6	subcluster	2350	1351	437	102554
DP03	30R6_90R6_120R6	mash90	2240	1318	547	102587
DP03	30R6_90R6_120R6	mash95	2528	1318	259	102587
DP03	30R6_90R6_120R6	genome	2714	738	73	103167
DP03	30R6_90R6	cluster	1866	1718	921	102187
DP03	30R6_90R6	subcluster	2368	1680	419	102225
DP03	30R6_90R6	mash90	2299	1687	488	102218
DP03	30R6_90R6	mash95	2570	1679	217	102226
DP03	30R6_90R6	genome	2721	897	66	103008
DP03	30R9_100R9_120R9	cluster	1831	1410	956	102495
DP03	30R9_100R9_120R9	subcluster	2159	1454	628	102451
DP03	30R9_100R9_120R9	mash90	2250	1418	537	102487
DP03	30R9_100R9_120R9	mash95	2519	1441	268	102464
DP03	30R9_100R9_120R9	genome	2720	796	67	103109
DP03	30R9_100R9	cluster	2051	1528	736	102377
DP03	30R9_100R9	subcluster	2255	1569	532	102336
DP03	30R9_100R9	mash90	2244	1512	543	102393
DP03	30R9_100R9	mash95	2520	1493	267	102412
DP03	30R9_100R9	genome	2726	817	61	103088
DP03	30R9_120R9	cluster	1846	1395	941	102510
DP03	30R9_120R9	subcluster	2194	1467	593	102438
DP03	30R9_120R9	mash90	2257	1455	530	102450
DP03	30R9_120R9	mash95	2401	1252	386	102653
DP03	30R9_120R9	genome	2717	814	70	103091
DP03	30R9_40R9	cluster	1963	1924	824	101981
DP03	30R9_40R9	subcluster	2215	2083	572	101822
DP03	30R9_40R9	mash90	2300	2088	487	101817
DP03	30R9_40R9	mash95	2573	1970	214	101935
DP03	30R9_40R9	genome	2719	1063	68	102842
DP03	30R9_50R9_100R9	cluster	2098	1373	689	102532
DP03	30R9_50R9_100R9	subcluster	2241	1383	546	102522
DP03	30R9_50R9_100R9	mash90	2279	1354	508	102551
DP03	30R9_50R9_100R9	mash95	2448	1253	339	102652
DP03	30R9_50R9_100R9	genome	2721	743	66	103162
DP03	30R9_50R9_120R9	cluster	1889	1420	898	102485
DP03	30R9_50R9_120R9	subcluster	2195	1240	592	102665
DP03	30R9_50R9_120R9	mash90	2180	1232	607	102673
DP03	30R9_50R9_120R9	mash95	2457	1345	330	102560
DP03	30R9_50R9_120R9	genome	2716	731	71	103174
DP03	30R9_50R9_70R9	cluster	1858	1409	929	102496
DP03	30R9_50R9_70R9	subcluster	2289	1545	498	102360
DP03	30R9_50R9_70R9	mash90	2272	1480	515	102425
DP03	30R9_50R9_70R9	mash95	2440	1355	347	102550
DP03	30R9_50R9_70R9	genome	2707	816	80	103089
DP03	30R9_50R9_80R9	cluster	1758	1463	1029	102442
DP03	30R9_50R9_80R9	subcluster	2226	1539	561	102366
DP03	30R9_50R9_80R9	mash90	2244	1526	543	102379
DP03	30R9_50R9_80R9	mash95	2450	1374	337	102531
DP03	30R9_50R9_80R9	genome	2713	780	74	103125
DP03	30R9_50R9_90R9	cluster	1855	1258	932	102647
DP03	30R9_50R9_90R9	subcluster	2281	1425	506	102480
DP03	30R9_50R9_90R9	mash90	2252	1419	535	102486
DP03	30R9_50R9_90R9	mash95	2450	1357	337	102548
DP03	30R9_50R9_90R9	genome	2715	761	72	103144
DP03	30R9_50R9	cluster	1876	1677	911	102228
DP03	30R9_50R9	subcluster	2208	1771	579	102134
DP03	30R9_50R9	mash90	2295	1672	492	102233
DP03	30R9_50R9	mash95	2435	1594	352	102311
DP03	30R9_50R9	genome	2717	856	70	103049
DP03	30R9_60R9_100R9	cluster	1993	1482	794	102423
DP03	30R9_60R9_100R9	subcluster	2203	1428	584	102477
DP03	30R9_60R9_100R9	mash90	2206	1412	581	102493
DP03	30R9_60R9_100R9	mash95	2392	1367	395	102538
DP03	30R9_60R9_100R9	genome	2721	809	66	103096
DP03	30R9_60R9_120R9	cluster	1885	1303	902	102602
DP03	30R9_60R9_120R9	subcluster	2229	1228	558	102677
DP03	30R9_60R9_120R9	mash90	2222	1216	565	102689
DP03	30R9_60R9_120R9	mash95	2411	1189	376	102716
DP03	30R9_60R9_120R9	genome	2715	789	72	103116
DP03	30R9_60R9_80R9	cluster	1778	1535	1009	102370
DP03	30R9_60R9_80R9	subcluster	2165	1502	622	102403
DP03	30R9_60R9_80R9	mash90	2228	1467	559	102438
DP03	30R9_60R9_80R9	mash95	2429	1426	358	102479
DP03	30R9_60R9_80R9	genome	2710	830	77	103075
DP03	30R9_60R9_90R9	cluster	1831	1429	956	102476
DP03	30R9_60R9_90R9	subcluster	2263	1458	524	102447
DP03	30R9_60R9_90R9	mash90	2231	1477	556	102428
DP03	30R9_60R9_90R9	mash95	2442	1427	345	102478
DP03	30R9_60R9_90R9	genome	2716	790	71	103115
DP03	30R9_60R9	cluster	1967	1690	820	102215
DP03	30R9_60R9	subcluster	2272	1636	515	102269
DP03	30R9_60R9	mash90	2297	1668	490	102237
DP03	30R9_60R9	mash95	2453	1570	334	102335
DP03	30R9_60R9	genome	2715	895	72	103010
DP03	30R9_70R9_100R9	cluster	1962	1459	825	102446
DP03	30R9_70R9_100R9	subcluster	2201	1370	586	102535
DP03	30R9_70R9_100R9	mash90	2186	1379	601	102526
DP03	30R9_70R9_100R9	mash95	2353	1360	434	102545
DP03	30R9_70R9_100R9	genome	2722	749	65	103156
DP03	30R9_70R9_120R9	cluster	1785	1389	1002	102516
DP03	30R9_70R9_120R9	subcluster	2175	1381	612	102524
DP03	30R9_70R9_120R9	mash90	2257	1309	530	102596
DP03	30R9_70R9_120R9	mash95	2397	1327	390	102578
DP03	30R9_70R9_120R9	genome	2717	811	70	103094
DP03	30R9_70R9_90R9	cluster	1856	1407	931	102498
DP03	30R9_70R9_90R9	subcluster	2233	1479	554	102426
DP03	30R9_70R9_90R9	mash90	2209	1486	578	102419
DP03	30R9_70R9_90R9	mash95	2442	1384	345	102521
DP03	30R9_70R9_90R9	genome	2717	793	70	103112
DP03	30R9_70R9	cluster	1850	1596	937	102309
DP03	30R9_70R9	subcluster	2313	1559	474	102346
DP03	30R9_70R9	mash90	2298	1572	489	102333
DP03	30R9_70R9	mash95	2562	1533	225	102372
DP03	30R9_70R9	genome	2716	872	71	103033
DP03	30R9_80R9_100R9	cluster	1965	1457	822	102448
DP03	30R9_80R9_100R9	subcluster	2214	1505	573	102400
DP03	30R9_80R9_100R9	mash90	2227	1535	560	102370
DP03	30R9_80R9_100R9	mash95	2402	1430	385	102475
DP03	30R9_80R9_100R9	genome	2724	747	63	103158
DP03	30R9_80R9_120R9	cluster	1823	1462	964	102443
DP03	30R9_80R9_120R9	subcluster	2164	1391	623	102514
DP03	30R9_80R9_120R9	mash90	2229	1353	558	102552
DP03	30R9_80R9_120R9	mash95	2388	1325	399	102580
DP03	30R9_80R9_120R9	genome	2717	783	70	103122
DP03	30R9_80R9	cluster	1851	1766	936	102139
DP03	30R9_80R9	subcluster	2278	1760	509	102145
DP03	30R9_80R9	mash90	2288	1743	499	102162
DP03	30R9_80R9	mash95	2435	1679	352	102226
DP03	30R9_80R9	genome	2718	846	69	103059
DP03	30R9_90R9_120R9	cluster	1843	1524	944	102381
DP03	30R9_90R9_120R9	subcluster	2197	1519	590	102386
DP03	30R9_90R9_120R9	mash90	2206	1474	581	102431
DP03	30R9_90R9_120R9	mash95	2389	1331	398	102574
DP03	30R9_90R9_120R9	genome	2714	804	73	103101
DP03	30R9_90R9	cluster	1887	1647	900	102258
DP03	30R9_90R9	subcluster	2302	1532	485	102373
DP03	30R9_90R9	mash90	2288	1533	499	102372
DP03	30R9_90R9	mash95	2436	1610	351	102295
DP03	30R9_90R9	genome	2717	836	70	103069
DP03	40R0_100R0_120R0	cluster	2061	1464	726	102441
DP03	40R0_100R0_120R0	subcluster	2344	1457	443	102448
DP03	40R0_100R0_120R0	mash90	2360	1430	427	102475
DP03	40R0_100R0_120R0	mash95	2508	1413	279	102492
DP03	40R0_100R0_120R0	genome	2721	745	66	103160
DP03	40R0_100R0	cluster	1937	1687	850	102218
DP03	40R0_100R0	subcluster	2292	1691	495	102214
DP03	40R0_100R0	mash90	2319	1625	468	102280
DP03	40R0_100R0	mash95	2534	1529	253	102376
DP03	40R0_100R0	genome	2725	809	62	103096
DP03	40R0_120R0	cluster	2002	1501	785	102404
DP03	40R0_120R0	subcluster	2253	1499	534	102406
DP03	40R0_120R0	mash90	2249	1459	538	102446
DP03	40R0_120R0	mash95	2564	1428	223	102477
DP03	40R0_120R0	genome	2725	751	62	103154
DP03	40R0_50R0	cluster	1925	1970	862	101935
DP03	40R0_50R0	subcluster	2337	1881	450	102024
DP03	40R0_50R0	mash90	2481	1870	306	102035
DP03	40R0_50R0	mash95	2591	1821	196	102084
DP03	40R0_50R0	genome	2717	968	70	102937
DP03	40R0_60R0_100R0	cluster	1925	1603	862	102302
DP03	40R0_60R0_100R0	subcluster	2319	1615	468	102290
DP03	40R0_60R0_100R0	mash90	2342	1574	445	102331
DP03	40R0_60R0_100R0	mash95	2580	1551	207	102354
DP03	40R0_60R0_100R0	genome	2723	752	64	103153
DP03	40R0_60R0_120R0	cluster	1979	1369	808	102536
DP03	40R0_60R0_120R0	subcluster	2345	1338	442	102567
DP03	40R0_60R0_120R0	mash90	2338	1346	449	102559
DP03	40R0_60R0_120R0	mash95	2606	1340	181	102565
DP03	40R0_60R0_120R0	genome	2727	661	60	103244
DP03	40R0_60R0_80R0	cluster	1888	1559	899	102346
DP03	40R0_60R0_80R0	subcluster	2321	1532	466	102373
DP03	40R0_60R0_80R0	mash90	2384	1497	403	102408
DP03	40R0_60R0_80R0	mash95	2564	1575	223	102330
DP03	40R0_60R0_80R0	genome	2713	807	74	103098
DP03	40R0_60R0_90R0	cluster	1735	1676	1052	102229
DP03	40R0_60R0_90R0	subcluster	2243	1698	544	102207
DP03	40R0_60R0_90R0	mash90	2180	1661	607	102244
DP03	40R0_60R0_90R0	mash95	2543	1671	244	102234
DP03	40R0_60R0_90R0	genome	2715	991	72	102914
DP03	40R0_60R0	cluster	1811	1897	976	102008
DP03	40R0_60R0	subcluster	2287	1796	500	102109
DP03	40R0_60R0	mash90	2314	1765	473	102140
DP03	40R0_60R0	mash95	2544	1730	243	102175
DP03	40R0_60R0	genome	2718	1036	69	102869
DP03	40R0_70R0_100R0	cluster	1942	1492	845	102413
DP03	40R0_70R0_100R0	subcluster	2250	1424	537	102481
DP03	40R0_70R0_100R0	mash90	2297	1452	490	102453
DP03	40R0_70R0_100R0	mash95	2518	1361	269	102544
DP03	40R0_70R0_100R0	genome	2718	749	69	103156
DP03	40R0_70R0_120R0	cluster	1859	1424	928	102481
DP03	40R0_70R0_120R0	subcluster	2201	1355	586	102550
DP03	40R0_70R0_120R0	mash90	2212	1360	575	102545
DP03	40R0_70R0_120R0	mash95	2614	1315	173	102590
DP03	40R0_70R0_120R0	genome	2722	746	65	103159
DP03	40R0_70R0_90R0	cluster	1753	1543	1034	102362
DP03	40R0_70R0_90R0	subcluster	2170	1663	617	102242
DP03	40R0_70R0_90R0	mash90	2182	1599	605	102306
DP03	40R0_70R0_90R0	mash95	2367	1474	420	102431
DP03	40R0_70R0_90R0	genome	2713	804	74	103101
DP03	40R0_70R0	cluster	1866	1692	921	102213
DP03	40R0_70R0	subcluster	2264	1706	523	102199
DP03	40R0_70R0	mash90	2329	1738	458	102167
DP03	40R0_70R0	mash95	2558	1701	229	102204
DP03	40R0_70R0	genome	2716	814	71	103091
DP03	40R0_80R0_100R0	cluster	1973	1638	814	102267
DP03	40R0_80R0_100R0	subcluster	2238	1599	549	102306
DP03	40R0_80R0_100R0	mash90	2268	1639	519	102266
DP03	40R0_80R0_100R0	mash95	2518	1428	269	102477
DP03	40R0_80R0_100R0	genome	2720	759	67	103146
DP03	40R0_80R0_120R0	cluster	2050	1463	737	102442
DP03	40R0_80R0_120R0	subcluster	2336	1477	451	102428
DP03	40R0_80R0_120R0	mash90	2354	1476	433	102429
DP03	40R0_80R0_120R0	mash95	2559	1409	228	102496
DP03	40R0_80R0_120R0	genome	2723	743	64	103162
DP03	40R0_80R0	cluster	2029	1561	758	102344
DP03	40R0_80R0	subcluster	2358	1518	429	102387
DP03	40R0_80R0	mash90	2382	1520	405	102385
DP03	40R0_80R0	mash95	2570	1521	217	102384
DP03	40R0_80R0	genome	2716	854	71	103051
DP03	40R0_90R0_120R0	cluster	1976	1427	811	102478
DP03	40R0_90R0_120R0	subcluster	2249	1458	538	102447
DP03	40R0_90R0_120R0	mash90	2234	1439	553	102466
DP03	40R0_90R0_120R0	mash95	2565	1373	222	102532
DP03	40R0_90R0_120R0	genome	2723	726	64	103179
DP03	40R0_90R0	cluster	1773	1700	1014	102205
DP03	40R0_90R0	subcluster	2107	1737	680	102168
DP03	40R0_90R0	mash90	2173	1693	614	102212
DP03	40R0_90R0	mash95	2550	1677	237	102228
DP03	40R0_90R0	genome	2722	864	65	103041
DP03	40R12_100R12_120R12	cluster	1820	1954	967	101951
DP03	40R12_100R12_120R12	subcluster	2298	1912	489	101993
DP03	40R12_100R12_120R12	mash90	2208	1920	579	101985
DP03	40R12_100R12_120R12	mash95	2381	1854	406	102051
DP03	40R12_100R12_120R12	genome	2707	1130	80	102775
DP03	40R12_100R12	cluster	1810	1969	977	101936
DP03	40R12_100R12	subcluster	2153	1936	634	101969
DP03	40R12_100R12	mash90	2140	1924	647	101981
DP03	40R12_100R12	mash95	2321	1904	466	102001
DP03	40R12_100R12	genome	2722	1144	65	102761
DP03	40R12_120R12	cluster	1863	1958	924	101947
DP03	40R12_120R12	subcluster	2318	1941	469	101964
DP03	40R12_120R12	mash90	2251	1931	536	101974
DP03	40R12_120R12	mash95	2436	1848	351	102057
DP03	40R12_120R12	genome	2713	1087	74	102818
DP03	40R12_50R12	cluster	1828	2317	959	101588
DP03	40R12_50R12	subcluster	2260	2239	527	101666
DP03	40R12_50R12	mash90	2208	2204	579	101701
DP03	40R12_50R12	mash95	2435	2264	352	101641
DP03	40R12_50R12	genome	2708	1170	79	102735
DP03	40R12_60R12_100R12	cluster	1823	1945	964	101960
DP03	40R12_60R12_100R12	subcluster	2191	1860	596	102045
DP03	40R12_60R12_100R12	mash90	2189	1893	598	102012
DP03	40R12_60R12_100R12	mash95	2372	1885	415	102020
DP03	40R12_60R12_100R12	genome	2711	1114	76	102791
DP03	40R12_60R12_120R12	cluster	1783	1871	1004	102034
DP03	40R12_60R12_120R12	subcluster	2218	1928	569	101977
DP03	40R12_60R12_120R12	mash90	2163	1914	624	101991
DP03	40R12_60R12_120R12	mash95	2356	1857	431	102048
DP03	40R12_60R12_120R12	genome	2702	1097	85	102808
DP03	40R12_60R12_80R12	cluster	1734	1770	1053	102135
DP03	40R12_60R12_80R12	subcluster	2148	1778	639	102127
DP03	40R12_60R12_80R12	mash90	2193	1816	594	102089
DP03	40R12_60R12_80R12	mash95	2429	1761	358	102144
DP03	40R12_60R12_80R12	genome	2704	1086	83	102819
DP03	40R12_60R12_90R12	cluster	1883	1708	904	102197
DP03	40R12_60R12_90R12	subcluster	2084	1696	703	102209
DP03	40R12_60R12_90R12	mash90	2094	1723	693	102182
DP03	40R12_60R12_90R12	mash95	2322	1724	465	102181
DP03	40R12_60R12_90R12	genome	2714	1081	73	102824
DP03	40R12_60R12	cluster	1859	2223	928	101682
DP03	40R12_60R12	subcluster	2146	2289	641	101616
DP03	40R12_60R12	mash90	2212	2238	575	101667
DP03	40R12_60R12	mash95	2432	2161	355	101744
DP03	40R12_60R12	genome	2715	1110	72	102795
DP03	40R12_70R12_100R12	cluster	1842	1809	945	102096
DP03	40R12_70R12_100R12	subcluster	2155	1831	632	102074
DP03	40R12_70R12_100R12	mash90	2132	1849	655	102056
DP03	40R12_70R12_100R12	mash95	2309	1812	478	102093
DP03	40R12_70R12_100R12	genome	2717	1040	70	102865
DP03	40R12_70R12_120R12	cluster	1769	1800	1018	102105
DP03	40R12_70R12_120R12	subcluster	2185	1743	602	102162
DP03	40R12_70R12_120R12	mash90	2125	1722	662	102183
DP03	40R12_70R12_120R12	mash95	2358	1685	429	102220
DP03	40R12_70R12_120R12	genome	2703	917	84	102988
DP03	40R12_70R12_90R12	cluster	1895	1943	892	101962
DP03	40R12_70R12_90R12	subcluster	2121	1918	666	101987
DP03	40R12_70R12_90R12	mash90	2098	1892	689	102013
DP03	40R12_70R12_90R12	mash95	2369	1856	418	102049
DP03	40R12_70R12_90R12	genome	2713	1106	74	102799
DP03	40R12_70R12	cluster	1756	2192	1031	101713
DP03	40R12_70R12	subcluster	2194	2157	593	101748
DP03	40R12_70R12	mash90	2224	2139	563	101766
DP03	40R12_70R12	mash95	2416	2023	371	101882
DP03	40R12_70R12	genome	2713	1105	74	102800
DP03	40R12_80R12_100R12	cluster	1841	1776	946	102129
DP03	40R12_80R12_100R12	subcluster	2217	1722	570	102183
DP03	40R12_80R12_100R12	mash90	2202	1739	585	102166
DP03	40R12_80R12_100R12	mash95	2346	1681	441	102224
DP03	40R12_80R12_100R12	genome	2714	1095	73	102810
DP03	40R12_80R12_120R12	cluster	1824	1751	963	102154
DP03	40R12_80R12_120R12	subcluster	2255	1791	532	102114
DP03	40R12_80R12_120R12	mash90	2208	1789	579	102116
DP03	40R12_80R12_120R12	mash95	2421	1643	366	102262
DP03	40R12_80R12_120R12	genome	2709	1058	78	102847
DP03	40R12_80R12	cluster	1731	2101	1056	101804
DP03	40R12_80R12	subcluster	2208	1892	579	102013
DP03	40R12_80R12	mash90	2185	1878	602	102027
DP03	40R12_80R12	mash95	2382	1876	405	102029
DP03	40R12_80R12	genome	2716	1160	71	102745
DP03	40R12_90R12_120R12	cluster	1814	1838	973	102067
DP03	40R12_90R12_120R12	subcluster	2214	1877	573	102028
DP03	40R12_90R12_120R12	mash90	2173	1884	614	102021
DP03	40R12_90R12_120R12	mash95	2391	1835	396	102070
DP03	40R12_90R12_120R12	genome	2710	1036	77	102869
DP03	40R12_90R12	cluster	1927	1837	860	102068
DP03	40R12_90R12	subcluster	2192	1832	595	102073
DP03	40R12_90R12	mash90	2179	1795	608	102110
DP03	40R12_90R12	mash95	2396	1769	391	102136
DP03	40R12_90R12	genome	2722	1153	65	102752
DP03	40R15_100R15_120R15	cluster	1533	1910	1254	101995
DP03	40R15_100R15_120R15	subcluster	2117	1848	670	102057
DP03	40R15_100R15_120R15	mash90	2145	1863	642	102042
DP03	40R15_100R15_120R15	mash95	2473	1818	314	102087
DP03	40R15_100R15_120R15	genome	2710	1087	77	102818
DP03	40R15_100R15	cluster	1734	2031	1053	101874
DP03	40R15_100R15	subcluster	2192	1950	595	101955
DP03	40R15_100R15	mash90	2232	1915	555	101990
DP03	40R15_100R15	mash95	2362	1984	425	101921
DP03	40R15_100R15	genome	2724	1222	63	102683
DP03	40R15_120R15	cluster	1532	2038	1255	101867
DP03	40R15_120R15	subcluster	2156	2022	631	101883
DP03	40R15_120R15	mash90	2177	1991	610	101914
DP03	40R15_120R15	mash95	2361	1929	426	101976
DP03	40R15_120R15	genome	2709	1154	78	102751
DP03	40R15_50R15	cluster	1636	2334	1151	101571
DP03	40R15_50R15	subcluster	2038	2305	749	101600
DP03	40R15_50R15	mash90	2115	2266	672	101639
DP03	40R15_50R15	mash95	2344	2179	443	101726
DP03	40R15_50R15	genome	2707	1198	80	102707
