GENOME	LOC	LABEL	N	DIR	RBS1	RBS2	MOTIF	A0	A1	LF50R3	HK50R3	LF100R3	HK100R3	PRED	METHOD
NC_016991	24716	0	93	1	17	2.7	9	0.00456	0.02947	-0.696	-0.3948	-0.56042	-0.3586	0	Atkins
NC_016991	24713	0	96	1	19	3.2	9	0.00643	0.01941	-0.58462	-0.32808	-0.53061	-0.33222	0	Atkins
NC_016991	24707	0	102	1	18	0.0	9	0.01228	0.03321	-0.464	-0.292	-0.52857	-0.34408	0	Atkins
NC_016991	24668	0	141	1	0	0.0	9	0.00503	0.02386	-0.27917	-0.19375	-0.496	-0.31578	0	Atkins
NC_016991	24665	0	144	1	0	0.0	9	0.00643	0.01941	-0.268	-0.2588	-0.48235	-0.32902	0	Atkins
NC_016991	24611	0	198	1	0	0.0	9	0.02503	0.02842	-0.46897	-0.30138	-0.39444	-0.27889	0	Atkins
NC_016991	24404	0	405	1	15	2.6	9	0.01555	0.02503	-0.3	-0.23636	-0.41224	-0.25959	0	Atkins
NC_016991	24278	0	531	1	0	0.0	8	0.00503	0.01205	-0.37083	-0.37083	-0.48636	-0.41157	0	Atkins
NC_016991	24245	0	564	1	13	0.0	8	0.01368	0.01941	-0.46818	-0.37577	-0.58261	-0.4562	0	Atkins
NC_016991	24239	0	570	1	0	0.0	9	0.00456	0.01006	-0.63182	-0.47909	-0.57234	-0.45	0	Atkins
NC_017086	4461	1	327	-1	0	0.0	0	0.01422	0.0235	-0.74828	-0.51	-0.68947	-0.43561	0	Atkins
NC_021564	2719	1	195	-1	0	0.0	0	0.0144	0.0132	-0.36667	-0.20476	-0.51136	-0.32205	0	Atkins
NC_021564	2716	1	198	-1	0	0.0	7	0.018	0.0204	-0.33182	-0.21409	-0.45217	-0.28837	0	Atkins
NC_021564	2461	1	453	-1	0	1.0	1	0.0207	0.0246	-0.61667	-0.42542	-0.804	-0.52896	0	Atkins
NC_021564	2458	1	456	-1	10	2.4	1	0.0252	0.0207	-0.36364	-0.31645	-0.7	-0.46429	0	Atkins
NC_021564	2431	1	483	-1	0	0.0	4	0.0126	0.0111	-0.52083	-0.39958	-0.6383	-0.46972	0	Atkins
NC_021564	2362	1	552	-1	0	0.0	1	0.0087	0.0138	-0.38387	-0.32032	-0.51552	-0.39862	0	Atkins
NC_021564	2233	1	681	-1	0	0.0	1	0.0165	0.0093	-0.49	-0.409	-0.63051	-0.43559	0	Atkins
NC_021564	2206	1	708	-1	9	0.0	1	0.0099	0.0183	-0.46452	-0.42842	-0.67213	-0.521	0	Atkins
NC_021564	1035	0	246	-1	0	0.0	5	0.0144	0.024	-0.544	-0.3324	-0.51224	-0.32388	0	Atkins
NC_021564	591	0	690	-1	13	2.8	6	0.0174	0.0099	-0.45926	-0.30741	-0.5283	-0.36868	0	Atkins
NC_021564	552	0	729	-1	0	0.0	2	0.0183	0.0171	-0.34375	-0.25434	-0.39649	-0.27204	0	Atkins
NC_024111	902	1	6	-1	13	0.0	3	0.01723	0.00363	-0.53529	-0.36382	-0.5803	-0.45056	0	Atkins
NC_024299	3971	1	120	-1	0	0.0	5	0.0295	0.01075	-0.47407	-0.37396	-0.472	-0.34694	0	Atkins
NC_024299	3707	1	384	-1	13	1.4	1	0.01117	0.01559	-0.24348	-0.18839	-0.3234	-0.25572	0	Atkins
NC_024299	3539	1	552	-1	2	1.6	7	0.01791	0.00695	-0.56087	-0.44565	-0.482	-0.3338	0	Atkins
NC_024299	3428	1	663	-1	0	0.0	2	0.0137	0.00864	-1.03077	-0.67654	-0.72549	-0.52818	0	Atkins
NC_024703	1498	1	3	-1	0	0.0	7	0.00137	0.00549	-0.32857	-0.26911	-0.64655	-0.39034	0	Atkins
NC_024709	18409	1	18	-1	0	0.0	0	0.00364	0.03259	-0.75217	-0.44826	-0.55102	-0.38404	-1	Atkins
NC_024709	18406	1	21	-1	2	0.0	7	0.04521	0.03811	-0.692	-0.4084	-0.494	-0.36642	0	Atkins
NC_024709	28205	0	12	-1	0	0.0	6	0.04521	0.03811	-0.48235	-0.40059	-0.75758	-0.43482	0	Atkins
NC_024709	28172	0	45	-1	0	0.0	1	0.01548	0.00874	-0.26667	-0.19556	-0.54474	-0.34263	0	Atkins
NC_024709	30048	0	45	1	18	2.6	9	0.00874	0.02567	-0.25789	-0.23316	-0.39333	-0.27833	0	Atkins
NC_024709	31033	0	63	-1	0	0.0	4	0.01608	0.00989	-0.32	-0.2296	-0.57778	-0.38378	0	Atkins
NC_025112	6328	1	6	-1	6	2.0	1	0.01841	0.02165	-0.60333	-0.53213	-0.62857	-0.45984	-1	Atkins
NC_025112	11380	0	24	-1	13	0.0	6	0.02355	0.0092	-0.27333	-0.21133	-0.5	-0.36878	0	Atkins
NC_025112	12281	0	3	1	13	0.0	9	0.00054	0.0092	-0.44375	-0.32313	-0.37143	-0.28114	0	Atkins
NC_025112	12802	0	12	-1	0	0.0	7	0.00717	0.00704	-0.48462	-0.35192	-0.58	-0.40564	0	Atkins
NC_025112	12754	0	60	-1	0	0.0	6	0.00541	0.02247	-0.44286	-0.28952	-0.68298	-0.43021	0	Atkins
NC_025112	12873	0	156	-1	0	0.0	4	0.0222	0.02233	-0.38148	-0.25333	-0.25957	-0.18936	0	Atkins
NC_025112	14561	0	3	1	0	0.0	9	0.00068	0.01583	-0.24	-0.2168	-0.43966	-0.28931	0	Atkins
NC_025218	5028	1	291	-1	24	5.2	7	0.02025	0.01719	-0.38929	-0.35461	-0.455	-0.38223	0	Atkins
NC_025218	4986	1	333	-1	23	1.6	1	0.03886	0.0252	-0.66667	-0.45515	-0.57705	-0.409	0	Atkins
NC_026439	6983	1	6	-1	13	0.0	1	0.02128	0.02491	-0.48929	-0.35575	-0.52222	-0.4558	0	Atkins
NC_026439	11523	0	36	1	13	3.6	9	0.00889	0.01023	-0.36923	-0.25846	-0.42979	-0.30955	0	Atkins
NC_026439	11520	0	39	1	13	1.4	8	0.01198	0.01764	-0.18462	-0.17123	-0.42083	-0.29996	0	Atkins
NC_026439	11421	0	138	1	0	0.0	9	0.02262	0.02855	-0.45769	-0.34527	-0.47059	-0.34784	0	Atkins
NC_026811	6216	1	24	-1	0	0.0	1	0.01958	0.00744	-0.61538	-0.57819	-0.69074	-0.43944	-1	Atkins
NC_026811	10622	0	66	1	0	0.0	9	0.01549	0.02915	-0.33333	-0.35673	-0.53654	-0.34479	0	Atkins
NC_026811	11418	0	27	-1	0	0.0	1	0.02338	0.01275	-0.32222	-0.21574	-0.46981	-0.26766	0	Atkins
NC_026811	11373	0	72	-1	0	0.0	1	0.01245	0.01989	-0.50476	-0.29048	-0.62653	-0.40776	0	Atkins
NC_026811	11741	0	96	1	0	0.0	9	0.01549	0.02399	-0.228	-0.2548	-0.47	-0.331	0	Atkins
NC_026811	11645	0	192	1	0	0.0	9	0.00471	0.01624	-0.19583	-0.15829	-0.4	-0.28971	0	Atkins
NC_026811	12522	0	69	1	0	0.0	9	0.01032	0.01624	-0.34828	-0.34041	-0.48036	-0.32423	0	Atkins
NC_026811	12498	0	93	1	0	0.0	9	0.0082	0.01215	-0.23333	-0.2602	-0.5322	-0.33129	0	Atkins
NC_026811	12420	0	171	1	0	0.0	9	0.01974	0.02292	-0.5	-0.34844	-0.44697	-0.30727	0	Atkins
NC_027124	6345	1	6	-1	16	2.4	1	0.02048	0.02002	-0.74231	-0.48769	-0.59388	-0.44606	-1	Atkins
NC_027124	3088	1	276	1	0	0.0	8	0.01377	0.01897	-0.0	-0.0	-0.23556	-0.18513	0	Atkins
NC_027124	2806	1	558	1	0	0.0	8	0.02175	0.02684	-0.30833	-0.22829	-0.44286	-0.29	0	Atkins
NC_027124	2776	1	588	1	0	0.0	9	0.01446	0.01874	-0.34815	-0.29481	-0.41277	-0.28785	0	Atkins
NC_027124	2638	0	726	1	2	0.0	9	0.00625	0.02407	-0.25417	-0.245	-0.30545	-0.21182	0	Atkins
NC_027124	10963	0	45	1	0	0.0	8	0.0074	0.01955	-0.43333	-0.26	-0.49216	-0.31625	0	Atkins
NC_027124	10921	0	87	1	0	0.0	9	0.01331	0.0155	-0.24231	-0.20769	-0.46792	-0.29491	0	Atkins
NC_027124	11870	0	57	-1	0	0.0	1	0.02314	0.00625	-0.2	-0.10913	-0.28723	-0.23049	0	Atkins
NC_027124	12376	0	3	1	6	2.3	9	0.00104	0.0118	-0.09565	-0.08043	-0.2675	-0.191	0	Atkins
NC_027124	12370	0	9	1	13	2.9	9	0.01157	0.01446	-0.25417	-0.22542	-0.39512	-0.28829	0	Atkins
NC_027124	12611	0	3	1	0	0.0	9	0.00046	0.01226	-0.39231	-0.25731	-0.66667	-0.43981	0	Atkins
NC_027124	12581	0	33	1	13	2.6	9	0.01412	0.01805	-0.09565	-0.08261	-0.4283	-0.24736	0	Atkins
NC_027124	12578	0	36	1	13	1.5	9	0.01238	0.02349	-0.15217	-0.14896	-0.44717	-0.26057	0	Atkins
NC_027124	12569	0	45	1	0	0.0	9	0.01226	0.01446	-0.11905	-0.12381	-0.44043	-0.25106	0	Atkins
NC_027124	12326	0	288	1	0	0.0	9	0.01007	0.02453	-0.32857	-0.23714	-0.39216	-0.32425	0	Atkins
NC_027124	13777	0	21	1	0	0.0	9	0.01041	0.02569	-1.00435	-0.6787	-0.70526	-0.47237	0	Atkins
NC_027124	15086	0	3	1	0	0.0	9	0.00046	0.01793	-0.32903	-0.2139	-0.35238	-0.24413	0	Atkins
NC_027124	15080	0	9	1	0	0.0	8	0.01088	0.0155	-0.23571	-0.15579	-0.28167	-0.2025	0	Atkins
NC_027199	9823	1	6	-1	9	0.0	1	0.00581	0.00469	-0.66667	-0.47638	-0.75714	-0.54876	-1	Atkins
NC_027199	18590	0	33	1	0	0.0	9	0.00428	0.01295	-0.436	-0.29824	-0.45641	-0.26228	0	Atkins
NC_027199	18473	0	150	1	27	5.5	9	0.05526	0.05852	-0.23913	-0.234	-0.38409	-0.28364	0	Atkins
NC_027199	19752	0	54	-1	0	0.0	7	0.01703	0.02681	-0.47778	-0.38722	-0.53784	-0.425	0	Atkins
NC_027212	3207	1	81	-1	0	0.0	4	0.03229	0.02222	-0.18333	-0.10875	-0.46471	-0.26647	0	Atkins
NC_027212	3003	1	285	-1	14	2.5	5	0.02882	0.01146	-0.268	-0.1728	-0.334	-0.2386	0	Atkins
NC_027212	2970	1	318	-1	27	5.2	6	0.01285	0.01146	-0.268	-0.22216	-0.56981	-0.38585	0	Atkins
NC_027212	2967	1	321	-1	27	5.7	7	0.02882	0.00625	-0.32593	-0.20074	-0.46852	-0.32222	0	Atkins
NC_027212	2907	1	381	-1	6	0.0	0	0.02222	0.01181	-0.45517	-0.36169	-0.58667	-0.39217	0	Atkins
NC_027212	2904	1	384	-1	13	0.0	7	0.02396	0.03368	-0.38462	-0.25381	-0.58667	-0.39217	0	Atkins
NC_028402	832	1	6	-1	0	0.0	7	0.0064	0.04026	-0.76364	-0.56414	-0.58049	-0.36195	-1	Atkins
NC_028921	5549	1	6	-1	0	0.0	7	0.0167	0.02158	-0.48333	-0.34623	-0.48889	-0.31074	0	Atkins
NC_028921	5498	0	57	-1	0	0.0	6	0.02927	0.00619	-0.63704	-0.3737	-0.55439	-0.33368	0	Atkins
KSU75698	6570	0	39	1	0	0.0	9	0.00572	0.01974	-0.26522	-0.15787	-0.40926	-0.29852	0	Atkins
KSU75698	6567	0	42	1	0	0.0	8	0.01607	0.02152	-0.244	-0.14524	-0.38868	-0.28189	0	Atkins
KSU75698	34790	0	144	1	0	0.0	9	0.00572	0.02989	-0.336	-0.23896	-0.36154	-0.27712	0	Atkins
KSU75698	34784	0	150	1	0	0.0	9	0.01508	0.01974	-0.24783	-0.22943	-0.376	-0.2778	0	Atkins
KSU75698	34778	0	156	1	6	2.0	9	0.0156	0.02064	-0.16087	-0.10261	-0.35849	-0.27321	0	Atkins
KSU75698	34739	0	195	1	13	0.0	8	0.01607	0.02152	-0.32903	-0.38519	-0.44727	-0.29218	0	Atkins
KSU75698	47782	0	66	1	0	0.0	9	0.01073	0.03028	-0.4	-0.31321	-0.57586	-0.37914	0	Atkins
KSU75698	47770	0	78	1	2	0.0	9	0.01068	0.01689	-0.55484	-0.32839	-0.62667	-0.4145	0	Atkins
KSU75698	52709	0	57	1	14	2.5	9	0.01867	0.02913	-0.74138	-0.37379	-0.72264	-0.41783	0	Atkins
KSU75698	52700	0	66	1	0	0.0	9	0.01147	0.01426	-0.42692	-0.225	-0.725	-0.41038	0	Atkins
KSU75698	52694	0	72	1	0	0.0	8	0.01169	0.01248	-0.3125	-0.21308	-0.69038	-0.40154	0	Atkins
KSU75698	56086	0	3	1	0	0.0	9	0.00085	0.02094	-0.38667	-0.322	-0.43774	-0.33396	0	Atkins
KSU75698	56005	0	84	1	21	4.5	9	0.01136	0.01823	-0.61481	-0.43663	-0.61071	-0.48127	0	Atkins
KSU75698	58593	0	138	-1	0	0.0	3	0.01705	0.00572	-0.27778	-0.19185	-0.43191	-0.29849	0	Atkins
KSU75698	63258	0	33	1	0	0.0	9	0.01142	0.02989	-0.38214	-0.30929	-0.35	-0.27827	0	Atkins
KSU75698	63252	0	39	1	3	1.9	8	0.01727	0.02064	-0.32414	-0.25397	-0.38077	-0.27846	0	Atkins
KSU75698	63213	0	78	1	13	2.0	9	0.01974	0.02094	-0.27187	-0.26406	-0.35593	-0.30125	0	Atkins
KSU75698	69492	0	3	1	13	2.3	9	0.00085	0.02094	-0.44615	-0.25112	-0.54464	-0.36561	0	Atkins
KSU75698	69453	0	42	1	2	0.0	8	0.01467	0.01555	-0.11923	-0.08	-0.41321	-0.28585	0	Atkins
KSU75698	100255	0	18	1	12	3.0	9	0.01194	0.01508	-0.52727	-0.41136	-0.53455	-0.37905	0	Atkins
KSU75698	103947	0	45	-1	2	0.0	7	0.01705	0.01142	-0.36897	-0.31307	-0.55254	-0.38053	0	Atkins
KSU75698	113808	0	18	-1	0	0.0	5	0.01194	0.01382	-0.40882	-0.32868	-0.54667	-0.34745	0	Atkins
KSU75698	113691	0	135	-1	14	0.0	0	0.0133	0.00077	-0.61818	-0.39879	-0.65645	-0.4079	0	Atkins
KSU75698	116376	0	27	-1	0	0.0	7	0.01057	0.01823	-0.23548	-0.1609	-0.36333	-0.27345	0	Atkins
KSU75698	116352	0	51	-1	0	0.0	6	0.02064	0.0156	-0.32903	-0.18871	-0.40317	-0.26127	0	Atkins
KSU75698	116301	0	102	-1	1	0.0	7	0.01607	0.01974	-0.12273	-0.09773	-0.23774	-0.14396	0	Atkins
KSU75698	116289	0	114	-1	13	3.5	4	0.02913	0.01325	-0.5	-0.33192	-0.35	-0.23722	0	Atkins
